,user,business,rating
41086,4529,6769,3
41087,4529,2642,5
41088,4529,9094,5
41089,4529,10247,3
41090,4529,8686,3
41091,4529,11140,4
41092,4530,11199,3
41093,4530,12096,3
41094,4530,752,4
41095,4530,6562,5
41096,4530,508,2
41097,4530,6225,5
41098,4530,122,3
41099,4530,8800,4
41100,4530,10015,3
41101,4530,7337,5
41102,4530,5287,4
41103,4530,1659,3
41104,4530,10997,5
41105,4530,11262,3
41106,4530,5390,2
41107,4530,3950,5
41108,4530,10370,3
41109,4530,12756,3
41110,4531,8348,3
41111,4531,4318,5
41112,4531,5996,3
41113,4531,1325,2
41114,4531,9327,3
41115,4531,278,4
41116,4531,11056,5
41117,4531,5007,3
41118,4531,6346,4
41119,4531,1797,3
41120,4531,8855,5
41121,4532,5968,5
41122,4532,11329,5
41123,4532,4742,4
41124,4532,1059,5
41125,4532,7988,5
41126,4532,5106,4
41127,4532,9540,4
41128,4532,3450,4
41129,4532,4012,5
41130,4532,12407,4
41131,4532,11721,5
41132,4532,7426,5
41133,4532,10793,5
41134,4532,9383,5
41135,4532,10600,5
41136,4533,8065,4
41137,4533,12440,4
41138,4533,12841,4
41139,4533,141,3
41140,4533,4916,4
41141,4533,978,3
41142,4533,3626,4
41143,4533,4943,5
41144,4533,1602,3
41145,4533,1799,3
41146,4533,9044,5
41147,4533,1409,4
41148,4533,12296,4
41149,4533,6007,4
41150,4533,2979,4
41151,4533,3019,4
41152,4533,8789,5
41153,4533,3039,5
41154,4533,2234,5
41155,4534,1379,4
41156,4534,4852,3
41157,4534,1129,4
41158,4534,11721,5
41159,4534,7304,4
41160,4534,10030,4
41161,4534,7664,5
41162,4534,1167,4
41163,4534,5007,4
41164,4534,12136,4
41165,4534,6636,4
41166,4534,5154,3
41167,4534,12756,5
41168,4534,11275,3
41169,4534,3450,4
41170,4534,11508,4
41171,4534,3788,4
41172,4534,11040,3
41173,4534,4087,3
41174,4534,2237,4
41175,4535,9651,4
41176,4535,5226,4
41177,4535,12213,4
41178,4535,10167,5
41179,4535,11275,3
41180,4535,7363,4
41181,4535,10078,3
41182,4535,11035,4
41183,4535,10619,5
41184,4535,8173,5
41185,4535,6067,4
41186,4535,218,4
41187,4535,9535,4
41188,4535,1080,4
41189,4536,9911,5
41190,4536,2773,5
41191,4536,4597,3
41192,4536,8087,2
41193,4536,3655,4
41194,4536,1168,4
41195,4536,12756,4
41196,4536,3897,3
41197,4536,7258,4
41198,4536,12096,3
41199,4536,1585,4
41200,4536,5798,3
41201,4536,8166,5
41202,4536,9580,3
41203,4536,508,4
41204,4536,6562,4
41205,4536,11199,3
41206,4536,11180,4
41207,4536,3708,4
41208,4536,819,4
41209,4537,3734,5
41210,4537,3240,5
41211,4537,9554,5
41212,4537,5104,5
41213,4537,9793,5
41214,4537,2534,5
41215,4537,5659,5
41216,4537,6179,5
41217,4537,6546,5
41218,4537,5574,5
41219,4537,3999,5
41220,4537,11103,5
41221,4537,12872,5
41222,4538,11942,4
41223,4538,5470,4
41224,4538,8174,3
41225,4538,1949,3
41226,4538,1957,4
41227,4538,6524,4
41228,4538,2199,3
41229,4538,1327,3
41230,4538,11612,4
41231,4538,9886,4
41232,4538,1474,3
41233,4538,12704,3
41234,4538,3634,3
41235,4538,12486,4
41236,4538,4216,4
41237,4538,5689,3
41238,4538,9897,3
41239,4538,8138,4
41240,4539,9195,4
41241,4539,10581,4
41242,4539,1050,4
41243,4539,258,4
41244,4539,1191,5
41245,4539,5154,4
41246,4539,394,5
41247,4539,1327,5
41248,4539,5954,4
41249,4539,9686,4
41250,4539,9222,5
41251,4539,2368,4
41252,4539,7664,5
41253,4539,12826,5
41254,4539,5430,5
41255,4539,12427,5
41256,4540,4003,5
41257,4540,12872,3
41258,4540,3115,5
41259,4540,10529,4
41260,4540,9912,4
41261,4540,5510,4
41262,4540,7342,3
41263,4540,4779,4
41264,4540,5511,4
41265,4540,9227,5
41266,4540,2237,2
41267,4540,2808,4
41268,4540,7806,5
41269,4540,12679,4
41270,4540,6074,5
41271,4541,7903,3
41272,4541,2643,1
41273,4541,3368,4
41274,4541,7244,5
41275,4541,9164,5
41276,4541,12788,1
41277,4541,8779,4
41278,4541,12,4
41279,4541,11199,3
41280,4541,4307,4
41281,4541,2693,2
41282,4541,457,5
41283,4541,8198,5
41284,4542,2123,4
41285,4542,5741,3
41286,4542,11850,4
41287,4542,10094,4
41288,4542,8063,3
41289,4542,6128,4
41290,4542,7538,4
41291,4542,7019,4
41292,4542,12609,4
41293,4542,2806,3
41294,4542,1323,4
41295,4542,3019,3
41296,4542,761,3
41297,4542,7645,4
41298,4542,3696,4
41299,4542,2949,3
41300,4543,9912,4
41301,4543,5771,3
41302,4543,12826,5
41303,4543,10030,4
41304,4543,3084,4
41305,4543,4471,4
41306,4543,3644,4
41307,4543,3435,5
41308,4543,10371,5
41309,4543,6240,5
41310,4543,3845,5
41311,4543,2806,5
41312,4543,5564,3
41313,4543,8252,4
41314,4543,3182,5
41315,4543,8174,5
41316,4543,7664,4
41317,4543,3662,5
41318,4543,10351,4
41319,4543,3390,5
41320,4544,3054,4
41321,4544,6369,4
41322,4544,7237,4
41323,4544,2736,3
41324,4544,10682,5
41325,4544,8584,5
41326,4544,5723,5
41327,4544,8065,4
41328,4544,429,4
41329,4544,7646,4
41330,4544,62,4
41331,4544,2839,4
41332,4544,5044,5
41333,4544,4894,5
41334,4544,1161,5
41335,4545,12296,5
41336,4545,3406,4
41337,4545,8010,4
41338,4545,12440,4
41339,4545,8474,4
41340,4545,12275,5
41341,4545,668,4
41342,4546,6404,3
41343,4546,3408,4
41344,4546,9277,3
41345,4546,3404,3
41346,4546,7951,2
41347,4546,10855,3
41348,4546,2736,3
41349,4546,4306,3
41350,4546,3936,3
41351,4546,6810,5
41352,4546,1305,3
41353,4546,4742,3
41354,4546,11508,4
41355,4546,9621,2
41356,4546,7008,4
41357,4546,131,3
41358,4546,7352,3
41359,4546,7660,3
41360,4547,11148,3
41361,4547,1230,3
41362,4547,1030,5
41363,4547,2631,2
41364,4547,7441,3
41365,4547,6802,4
41366,4547,8891,2
41367,4547,4416,5
41368,4547,4140,3
41369,4548,6730,3
41370,4548,1176,5
41371,4548,8490,4
41372,4548,47,4
41373,4548,2099,4
41374,4548,12841,4
41375,4548,6546,5
41376,4548,10404,4
41377,4548,8539,4
41378,4548,11607,4
41379,4548,5454,4
41380,4548,7660,4
41381,4548,2228,5
41382,4548,3054,4
41383,4548,5466,5
41384,4548,10804,5
41385,4548,7063,4
41386,4548,4300,4
41387,4548,5713,3
41388,4549,4588,5
41389,4549,11595,5
41390,4549,10760,4
41391,4549,12000,5
41392,4549,12085,5
41393,4549,6664,3
41394,4549,505,4
41395,4549,9479,3
41396,4549,12604,4
41397,4549,10227,4
41398,4549,6694,5
41399,4549,217,4
41400,4550,3764,4
41401,4550,1037,4
41402,4550,9041,5
41403,4550,7739,4
41404,4550,9696,4
41405,4550,2557,4
41406,4550,6636,3
41407,4550,8003,4
41408,4550,7660,3
41409,4550,6610,4
41410,4550,2298,4
41411,4550,4914,4
41412,4550,10134,4
41413,4550,3747,3
41414,4550,10227,4
41415,4550,11139,5
41416,4550,8800,3
41417,4550,8490,3
41418,4550,5954,4
41419,4551,4147,3
41420,4551,4310,3
41421,4551,4585,3
41422,4551,10106,3
41423,4551,4290,3
41424,4551,1129,3
41425,4551,3292,3
41426,4551,2548,3
41427,4551,2514,5
41428,4551,12290,5
41429,4551,971,3
41430,4551,10502,3
41431,4552,8003,5
41432,4552,12776,4
41433,4552,10275,5
41434,4552,528,3
41435,4552,10948,4
41436,4552,1235,5
41437,4552,11275,5
41438,4552,3841,5
41439,4552,3950,4
41440,4552,7005,4
41441,4552,2185,4
41442,4552,2313,4
41443,4552,1524,4
41444,4552,3919,5
41445,4552,3540,5
41446,4552,7176,5
41447,4552,677,4
41448,4552,2119,5
41449,4552,12476,4
41450,4553,10370,4
41451,4553,4522,5
41452,4553,12275,4
41453,4553,11262,4
41454,4553,5996,4
41455,4553,2290,4
41456,4553,8818,5
41457,4553,4316,3
41458,4553,844,4
41459,4553,3901,4
41460,4553,1585,5
41461,4553,4069,4
41462,4553,12392,5
41463,4553,8372,3
41464,4554,278,4
41465,4554,2804,4
41466,4554,9225,4
41467,4554,2911,3
41468,4554,9041,3
41469,4554,4404,3
41470,4554,4779,3
41471,4554,12291,4
41472,4554,731,4
41473,4554,9869,5
41474,4554,3401,3
41475,4555,208,4
41476,4555,11282,5
41477,4555,4134,3
41478,4555,9608,5
41479,4555,8780,4
41480,4555,7978,5
41481,4555,1799,3
41482,4555,4725,5
41483,4555,4536,5
41484,4555,8542,5
41485,4555,3897,5
41486,4555,7739,5
41487,4555,2994,5
41488,4555,6635,4
41489,4556,7555,4
41490,4556,5723,5
41491,4556,7081,4
41492,4556,7027,4
41493,4556,3839,4
41494,4556,6070,3
41495,4556,7646,4
41496,4556,10682,5
41497,4556,12486,3
41498,4556,9924,3
41499,4556,2329,4
41500,4556,8784,4
41501,4556,429,4
41502,4556,7408,4
41503,4556,2839,5
41504,4556,9811,5
41505,4556,8533,3
41506,4556,6614,4
41507,4556,4779,4
41508,4557,7363,5
41509,4557,587,5
41510,4557,11092,4
41511,4557,5821,5
41512,4557,10094,4
41513,4557,5689,4
41514,4557,1756,5
41515,4557,1299,5
41516,4557,283,4
41517,4557,5820,4
41518,4557,9596,5
41519,4557,12061,3
41520,4557,8584,5
41521,4557,8329,4
41522,4557,10106,4
41523,4557,3784,3
41524,4557,1266,4
41525,4557,10275,4
41526,4557,10616,5
41527,4558,12500,4
41528,4558,47,3
41529,4558,7914,4
41530,4558,5007,3
41531,4558,7803,3
41532,4558,9483,4
41533,4558,2568,3
41534,4558,3747,5
41535,4558,1933,4
41536,4558,5968,3
41537,4558,12392,3
41538,4558,1379,3
41539,4558,7832,3
41540,4558,1488,4
41541,4558,1670,3
41542,4558,876,4
41543,4558,10113,3
41544,4558,10612,3
41545,4559,3355,5
41546,4559,5413,5
41547,4559,1191,5
41548,4559,5821,4
41549,4559,6126,2
41550,4559,7930,5
41551,4559,12756,4
41552,4559,5822,4
41553,4559,3408,5
41554,4559,5007,3
41555,4559,4774,5
41556,4559,8348,4
41557,4559,4608,5
41558,4559,11040,3
41559,4559,10991,4
41560,4559,8083,4
41561,4559,3588,5
41562,4559,12218,4
41563,4559,10745,4
41564,4559,1873,5
41565,4560,677,3
41566,4560,12756,5
41567,4560,12632,4
41568,4560,6494,4
41569,4560,1514,4
41570,4560,11139,3
41571,4560,9544,4
41572,4560,10804,4
41573,4560,2806,2
41574,4560,202,5
41575,4560,10117,4
41576,4560,5390,5
41577,4560,8062,5
41578,4560,8329,4
41579,4560,2936,3
41580,4560,6060,4
41581,4560,12565,5
41582,4560,9280,4
41583,4561,2456,5
41584,4561,1379,2
41585,4561,810,3
41586,4561,11334,1
41587,4561,7669,2
41588,4561,971,2
41589,4561,2897,1
41590,4561,5937,1
41591,4561,6615,1
41592,4561,3845,3
41593,4561,6994,1
41594,4561,8010,3
41595,4562,12827,5
41596,4562,2768,5
41597,4562,6924,4
41598,4562,349,4
41599,4562,1052,4
41600,4562,5065,4
41601,4562,7792,5
41602,4562,6070,3
41603,4562,1064,3
41604,4562,2975,5
41605,4562,2243,4
41606,4562,12871,5
41607,4562,11103,5
41608,4562,461,4
41609,4562,10739,4
41610,4562,3063,4
41611,4562,3747,5
41612,4563,7669,2
41613,4563,2283,1
41614,4563,6994,1
41615,4563,7235,1
41616,4563,6858,1
41617,4563,971,3
41618,4563,12232,4
41619,4563,2514,1
41620,4563,2456,5
41621,4563,4725,2
41622,4563,1263,3
41623,4563,1379,1
41624,4563,8010,2
41625,4564,7868,5
41626,4564,1531,4
41627,4564,1233,5
41628,4564,7388,5
41629,4564,576,3
41630,4564,2806,3
41631,4564,781,2
41632,4564,10948,4
41633,4564,8065,4
41634,4564,2456,5
41635,4564,4943,5
41636,4564,11595,5
41637,4564,6070,5
41638,4565,8348,4
41639,4565,6635,2
41640,4565,6810,5
41641,4565,508,4
41642,4565,8961,4
41643,4565,11508,5
41644,4565,3040,3
41645,4565,9195,3
41646,4565,8174,4
41647,4565,1066,4
41648,4565,1690,4
41649,4565,6159,4
41650,4565,6252,5
41651,4565,8252,5
41652,4565,7257,4
41653,4565,8496,4
41654,4565,10887,4
41655,4566,7704,5
41656,4566,3918,3
41657,4566,4379,4
41658,4566,6268,5
41659,4566,8213,4
41660,4566,4916,4
41661,4566,6576,3
41662,4566,9105,3
41663,4566,7773,4
41664,4566,11275,4
41665,4566,10896,4
41666,4566,11746,5
41667,4566,4997,3
41668,4566,2704,4
41669,4566,6037,5
41670,4566,3051,3
41671,4566,3699,5
41672,4566,4241,4
41673,4567,131,5
41674,4567,7912,3
41675,4567,6664,4
41676,4567,2803,4
41677,4567,4986,3
41678,4567,761,3
41679,4567,10433,4
41680,4567,6369,4
41681,4567,4997,4
41682,4567,3845,5
41683,4569,6639,4
41684,4569,6121,5
41685,4569,3492,5
41686,4569,3340,3
41687,4569,4779,4
41688,4569,3214,4
41689,4569,1327,3
41690,4569,10444,3
41691,4569,11437,4
41692,4570,3080,5
41693,4570,12722,3
41694,4570,2591,5
41695,4570,12866,5
41696,4570,7977,4
41697,4570,11988,4
41698,4570,7550,5
41699,4570,741,4
41700,4570,6517,4
41701,4570,59,4
41702,4570,3906,4
41703,4570,1692,5
41704,4570,7016,4
41705,4570,8544,4
41706,4570,844,5
41707,4570,10507,4
41708,4570,5125,4
41709,4570,240,4
41710,4570,9569,5
41711,4571,11246,5
41712,4571,10201,5
41713,4571,8280,5
41714,4571,7988,4
41715,4571,8244,5
41716,4571,6066,5
41717,4571,6986,5
41718,4571,1641,4
41719,4571,1266,4
41720,4571,10851,5
41721,4571,4471,5
41722,4571,9912,5
41723,4571,4517,4
41724,4572,9025,5
41725,4572,7630,3
41726,4572,10444,4
41727,4572,4311,5
41728,4572,6758,3
41729,4572,11472,4
41730,4572,3510,4
41731,4572,3683,3
41732,4572,9224,4
41733,4572,11697,3
41734,4572,3427,3
41735,4573,4077,3
41736,4573,12756,2
41737,4573,6089,5
41738,4573,8647,4
41739,4573,13003,4
41740,4573,6664,3
41741,4573,12941,4
41742,4573,5111,5
41743,4573,5411,3
41744,4573,12117,3
41745,4573,7361,5
41746,4573,10248,3
41747,4573,2380,5
41748,4573,8686,4
41749,4573,361,5
41750,4573,9970,5
41751,4573,11139,3
41752,4573,10192,4
41753,4573,9650,3
41754,4574,6802,4
41755,4574,2296,4
41756,4574,8792,3
41757,4574,11912,5
41758,4574,10495,5
41759,4574,8348,3
41760,4574,189,4
41761,4574,12756,3
41762,4574,9912,4
41763,4574,7348,5
41764,4574,3080,5
41765,4574,7016,4
41766,4574,202,3
41767,4574,2216,5
41768,4574,5806,3
41769,4574,8961,5
41770,4575,9041,5
41771,4575,1723,5
41772,4575,6638,4
41773,4575,6769,5
41774,4575,8010,5
41775,4575,7581,5
41776,4575,7669,5
41777,4575,3513,5
41778,4575,5092,5
41779,4575,3988,4
41780,4575,7453,5
41781,4575,4849,5
41782,4575,6530,4
41783,4575,5968,5
41784,4575,11863,5
41785,4576,1675,4
41786,4576,5125,5
41787,4576,7376,4
41788,4576,10616,4
41789,4576,8372,3
41790,4576,4316,3
41791,4576,8467,4
41792,4576,9215,4
41793,4576,6367,5
41794,4576,4464,2
41795,4576,11139,5
41796,4576,9905,3
41797,4576,12275,4
41798,4576,1788,4
41799,4576,10370,3
41800,4576,12872,3
41801,4576,6994,3
41802,4577,3164,3
41803,4577,5851,4
41804,4577,766,3
41805,4577,1670,1
41806,4577,1030,5
41807,4577,8244,4
41808,4577,1129,3
41809,4577,10345,4
41810,4577,3919,4
41811,4577,11728,4
41812,4577,2914,3
41813,4577,5096,4
41814,4577,5609,4
41815,4577,12096,3
41816,4577,587,5
41817,4578,9306,4
41818,4578,8686,5
41819,4578,7202,4
41820,4578,11299,4
41821,4578,12096,4
41822,4578,5303,4
41823,4578,539,4
41824,4578,79,3
41825,4578,659,4
41826,4578,2326,4
41827,4578,4228,4
41828,4578,7077,3
41829,4578,3521,4
41830,4579,427,3
41831,4579,6845,4
41832,4579,6089,5
41833,4579,2380,5
41834,4579,2316,5
41835,4579,2806,3
41836,4579,709,5
41837,4579,9593,5
41838,4579,6712,4
41839,4579,6562,4
41840,4579,4914,3
41841,4579,11580,5
41842,4579,4516,4
41843,4579,12337,3
41844,4579,4264,4
41845,4579,8647,4
41846,4579,11139,2
41847,4579,9536,5
41848,4579,1408,3
41849,4579,4138,3
41850,4580,12519,3
41851,4580,7781,5
41852,4580,3321,4
41853,4580,5659,5
41854,4580,6261,4
41855,4580,10826,5
41856,4580,1070,3
41857,4580,2674,4
41858,4580,3127,3
41859,4580,8803,3
41860,4580,726,5
41861,4580,5509,4
41862,4580,6693,4
41863,4580,375,4
41864,4580,11117,4
41865,4581,9025,4
41866,4581,6696,3
41867,4581,3164,3
41868,4581,1759,3
41869,4581,9641,4
41870,4581,9819,3
41871,4581,1335,4
41872,4581,890,3
41873,4581,12558,5
41874,4581,2070,3
41875,4581,11253,4
41876,4581,11172,5
41877,4581,11947,3
41878,4581,11838,4
41879,4582,1943,5
41880,4582,7986,5
41881,4582,10919,4
41882,4582,4069,3
41883,4582,420,5
41884,4582,9614,4
41885,4582,5886,5
41886,4582,11040,4
41887,4582,6089,4
41888,4582,7577,5
41889,4582,3002,5
41890,4582,12858,4
41891,4582,5059,5
41892,4582,10189,5
41893,4582,876,5
41894,4582,2437,5
41895,4582,1308,4
41896,4582,5077,3
41897,4583,6635,4
41898,4583,776,5
41899,4583,1537,4
41900,4583,7045,4
41901,4583,6180,4
41902,4583,8979,5
41903,4583,2077,4
41904,4583,12141,5
41905,4583,3818,4
41906,4583,4249,3
41907,4583,12936,3
41908,4583,9098,5
41909,4583,10343,4
41910,4583,9096,5
41911,4584,8467,3
41912,4584,7849,4
41913,4584,9732,5
41914,4584,2342,3
41915,4584,4823,4
41916,4584,3292,3
41917,4584,4962,3
41918,4584,1259,4
41919,4584,5411,4
41920,4584,9573,4
41921,4584,10640,4
41922,4584,581,4
41923,4584,2548,3
41924,4584,4696,3
41925,4584,7364,3
41926,4584,833,4
41927,4585,8467,1
41928,4585,8617,4
41929,4585,1305,4
41930,4585,2469,4
41931,4585,9437,4
41932,4585,1581,3
41933,4585,8551,4
41934,4585,1089,3
41935,4585,8005,3
41936,4585,12872,3
41937,4585,2231,5
41938,4585,5121,1
41939,4585,8639,3
41940,4585,8703,3
41941,4585,4608,3
41942,4585,10444,4
41943,4586,10201,4
41944,4586,1572,4
41945,4586,12141,4
41946,4586,7988,5
41947,4586,10887,3
41948,4586,5167,4
41949,4586,7016,3
41950,4586,10600,4
41951,4586,12722,5
41952,4586,8562,5
41953,4586,7081,4
41954,4586,1855,5
41955,4586,2361,3
41956,4586,7994,3
41957,4586,12609,3
41958,4586,4962,2
41959,4586,3677,5
41960,4587,9732,5
41961,4587,1259,5
41962,4587,6575,4
41963,4587,7625,4
41964,4587,10446,4
41965,4587,2678,4
41966,4587,7364,3
41967,4587,12445,3
41968,4587,1305,3
41969,4587,2342,3
41970,4587,8716,4
41971,4587,5478,3
41972,4587,4696,3
41973,4587,461,3
41974,4587,1167,5
41975,4587,3026,3
41976,4587,7608,3
41977,4587,2740,4
41978,4587,9990,4
41979,4588,2548,3
41980,4588,1167,5
41981,4588,8174,5
41982,4588,5848,4
41983,4588,3913,4
41984,4588,7608,4
41985,4588,2096,4
41986,4588,8467,3
41987,4588,7340,3
41988,4588,4696,3
41989,4588,3292,3
41990,4588,7625,3
41991,4588,10502,4
41992,4588,1327,3
41993,4590,8374,3
41994,4590,6636,3
41995,4590,5659,3
41996,4590,1022,3
41997,4590,11549,3
41998,4590,2252,2
41999,4590,5413,4
42000,4590,10403,3
42001,4590,6769,2
42002,4590,4315,3
42003,4590,10660,3
42004,4590,6266,4
42005,4590,7736,5
42006,4590,2350,4
42007,4590,2342,3
42008,4590,11732,4
42009,4590,1748,3
42010,4591,9995,3
42011,4591,4962,3
42012,4591,5771,3
42013,4591,3837,4
42014,4591,3578,4
42015,4591,6858,3
42016,4591,6769,4
42017,4591,4616,4
42018,4591,1768,3
42019,4591,6810,5
42020,4591,10235,4
42021,4591,4943,4
42022,4591,6227,4
42023,4591,4002,5
42024,4591,7006,4
42025,4591,2237,3
42026,4592,9094,4
42027,4592,4651,5
42028,4592,9468,4
42029,4592,2189,3
42030,4592,9008,4
42031,4592,10855,3
42032,4592,6254,4
42033,4592,1043,4
42034,4592,3254,5
42035,4592,3186,5
42036,4592,6796,3
42037,4592,7710,5
42038,4592,9732,5
42039,4592,6754,5
42040,4592,2267,5
42041,4593,5615,5
42042,4593,598,5
42043,4593,12585,5
42044,4593,2607,5
42045,4593,5520,5
42046,4593,11299,5
42047,4593,11550,5
42048,4593,3995,5
42049,4593,5996,5
42050,4593,9464,5
42051,4593,576,3
42052,4593,3435,5
42053,4593,9836,4
42054,4593,5590,4
42055,4593,11554,5
42056,4594,881,4
42057,4594,12609,3
42058,4594,2642,4
42059,4594,1007,5
42060,4594,6635,5
42061,4594,383,4
42062,4594,8761,5
42063,4594,10187,4
42064,4594,9912,5
42065,4594,10302,5
42066,4594,12186,5
42067,4594,12012,4
42068,4595,23,4
42069,4595,6159,3
42070,4595,5968,4
42071,4595,412,3
42072,4595,7645,4
42073,4595,3839,3
42074,4595,3820,3
42075,4595,10989,4
42076,4595,9991,3
42077,4595,7668,4
42078,4595,5771,4
42079,4595,2888,3
42080,4595,8533,3
42081,4595,10389,4
42082,4595,255,4
42083,4595,4920,3
42084,4595,8280,3
42085,4596,4541,5
42086,4596,4069,5
42087,4596,6104,3
42088,4596,9565,4
42089,4596,4522,4
42090,4596,5390,5
42091,4596,7202,5
42092,4596,5454,5
42093,4596,4464,5
42094,4596,8227,5
42095,4596,11979,4
42096,4596,969,2
42097,4596,2681,5
42098,4596,12427,5
42099,4596,12756,5
42100,4596,1671,5
42101,4596,4326,5
42102,4596,7977,5
42103,4597,9163,3
42104,4597,4541,5
42105,4597,11979,4
42106,4597,4069,5
42107,4597,5677,5
42108,4597,10151,5
42109,4597,1765,5
42110,4597,2681,5
42111,4597,3435,5
42112,4597,7977,4
42113,4597,7577,3
42114,4597,122,5
42115,4597,9483,5
42116,4597,8010,5
42117,4597,12756,5
42118,4597,7376,4
42119,4597,4464,5
42120,4598,5905,5
42121,4598,9603,5
42122,4598,6486,4
42123,4598,12441,5
42124,4598,7581,5
42125,4598,3332,5
42126,4598,11504,4
42127,4598,5854,5
42128,4598,6715,5
42129,4598,1670,3
42130,4598,89,5
42131,4598,4610,5
42132,4598,394,5
42133,4598,2340,5
42134,4598,7302,5
42135,4598,4940,4
42136,4599,8997,3
42137,4599,714,3
42138,4599,1670,3
42139,4599,2503,4
42140,4599,124,5
42141,4599,1109,5
42142,4599,2248,4
42143,4599,208,4
42144,4599,7295,4
42145,4599,5729,4
42146,4599,5106,4
42147,4600,10153,3
42148,4600,5328,4
42149,4600,3919,5
42150,4600,1271,4
42151,4600,9230,3
42152,4600,5242,4
42153,4600,12827,5
42154,4600,10244,5
42155,4600,4483,4
42156,4600,11802,4
42157,4600,146,3
42158,4600,8162,4
42159,4600,2809,4
42160,4601,7649,4
42161,4601,7133,4
42162,4601,1578,4
42163,4601,7833,4
42164,4601,7698,4
42165,4601,3918,4
42166,4601,12711,4
42167,4601,9063,5
42168,4601,5590,5
42169,4601,9411,5
42170,4601,5943,3
42171,4601,758,4
42172,4601,10212,4
42173,4601,5921,5
42174,4601,7645,4
42175,4601,12213,4
42176,4602,93,5
42177,4602,1266,4
42178,4602,6738,4
42179,4602,2071,5
42180,4602,5043,5
42181,4602,1816,4
42182,4602,256,4
42183,4602,7206,5
42184,4602,1474,4
42185,4602,6891,5
42186,4602,11995,4
42187,4602,12426,4
42188,4603,1083,4
42189,4603,11485,4
42190,4603,6396,4
42191,4603,12182,4
42192,4603,4679,4
42193,4603,5226,5
42194,4603,10370,4
42195,4603,10919,5
42196,4603,4216,4
42197,4603,3562,4
42198,4603,3511,3
42199,4603,7993,3
42200,4604,10280,5
42201,4604,1175,4
42202,4604,6017,4
42203,4604,817,4
42204,4604,12410,4
42205,4604,6108,5
42206,4604,130,4
42207,4604,4366,3
42208,4604,79,4
42209,4604,12096,4
42210,4604,11281,4
42211,4604,11099,3
42212,4604,3937,3
42213,4605,3113,5
42214,4605,3988,3
42215,4605,7205,5
42216,4605,1323,5
42217,4605,12770,4
42218,4605,2057,5
42219,4606,4147,4
42220,4606,8792,3
42221,4606,2768,4
42222,4606,2816,4
42223,4606,7993,4
42224,4606,433,3
42225,4606,1414,3
42226,4606,881,2
42227,4606,8930,4
42228,4606,3390,3
42229,4606,9094,4
42230,4606,12871,4
42231,4606,3906,3
42232,4606,4216,5
42233,4606,4833,4
42234,4606,12486,4
42235,4606,6613,4
42236,4607,3084,4
42237,4607,7367,4
42238,4607,2542,5
42239,4607,12710,5
42240,4607,6818,4
42241,4607,6328,5
42242,4607,1578,4
42243,4607,3538,4
42244,4607,2117,4
42245,4607,4040,5
42246,4607,6769,5
42247,4607,985,5
42248,4607,7555,5
42249,4607,5875,5
42250,4607,8686,5
42251,4607,7487,4
42252,4607,3328,5
42253,4607,12218,5
42254,4608,12826,5
42255,4608,5413,4
42256,4608,1408,3
42257,4608,1595,4
42258,4608,7912,5
42259,4608,2340,4
42260,4608,7368,3
42261,4608,10584,4
42262,4608,2986,5
42263,4608,11534,4
42264,4608,5633,3
42265,4608,7930,5
42266,4608,10201,4
42267,4608,11888,4
42268,4608,3884,5
42269,4608,10887,5
42270,4608,781,1
42271,4608,6845,4
42272,4608,3839,3
42273,4608,3148,5
42274,4609,752,3
42275,4609,7278,4
42276,4609,2316,5
42277,4609,3708,3
42278,4609,1723,4
42279,4609,9637,4
42280,4609,7722,3
42281,4609,6268,4
42282,4609,9649,3
42283,4609,301,4
42284,4609,790,4
42285,4609,2201,5
42286,4609,12915,3
42287,4609,11823,2
42288,4609,7187,4
42289,4609,10431,3
42290,4609,9257,3
42291,4610,9686,4
42292,4610,538,4
42293,4610,9836,4
42294,4610,1409,4
42295,4610,1670,3
42296,4610,6912,5
42297,4610,9614,4
42298,4610,3981,4
42299,4610,5413,5
42300,4610,2248,4
42301,4610,12880,4
42302,4610,1924,3
42303,4610,9383,5
42304,4610,1011,3
42305,4610,11504,4
42306,4611,9383,5
42307,4611,8424,5
42308,4611,1011,5
42309,4611,10600,5
42310,4611,538,4
42311,4611,8800,4
42312,4611,9831,4
42313,4611,1670,3
42314,4611,9614,4
42315,4611,9063,4
42316,4611,7388,4
42317,4611,5413,5
42318,4611,3299,4
42319,4611,7832,3
42320,4611,4351,4
42321,4612,12531,5
42322,4612,10280,5
42323,4612,1595,5
42324,4612,8268,5
42325,4612,8083,5
42326,4612,2456,5
42327,4612,4178,5
42328,4612,980,5
42329,4612,3793,4
42330,4612,6051,5
42331,4612,10616,3
42332,4612,130,5
42333,4613,8574,4
42334,4613,11139,5
42335,4613,6994,5
42336,4613,7358,5
42337,4613,2340,4
42338,4613,1660,5
42339,4613,10584,5
42340,4613,3331,5
42341,4613,5652,5
42342,4613,8010,4
42343,4613,5572,4
42344,4613,11888,3
42345,4613,3860,5
42346,4614,1109,5
42347,4614,7363,4
42348,4614,725,3
42349,4614,12819,5
42350,4614,8372,4
42351,4614,10263,5
42352,4614,8063,4
42353,4614,6810,5
42354,4614,6639,5
42355,4614,4827,3
42356,4614,10985,4
42357,4614,1670,4
42358,4615,1178,4
42359,4615,5318,4
42360,4615,11787,4
42361,4615,7903,5
42362,4615,103,5
42363,4615,8792,5
42364,4615,12871,5
42365,4615,9237,4
42366,4615,4407,3
